year,category,subcategory,indicator_id,indicator_name,source,value,source_url,unit,reference_period,frequency,period_type,status,geo_level,geo_name,definition,source_revision_date,notes
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2024,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,91716,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2018,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2019,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,92946,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2019,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2020,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,83561,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2020,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2021,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,114030,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2021,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2022,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,116458,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2022,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2023,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,109481,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2023,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2024,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,134338,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2024,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2025,Vivienda,Compraventas,compraventas_vivienda_nueva,Compraventas vivienda nueva,INE - ETDP tabla 6155,155910,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2025,Anual,media anual,oficial,País,España,Número anual de compraventas de vivienda nueva.,2026-07-10,ETDP; datos provisionales cuando aplique.
2018,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,517984,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2018,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2019,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,505467,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2019,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2020,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,420238,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2020,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2021,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,566485,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2021,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2022,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,650265,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2022,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2023,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,583651,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2023,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2024,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,640401,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2024,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2025,Vivienda,Compraventas,compraventas_viviendas_total,Compraventas de viviendas,INE - ETDP tabla 6155,714237,https://ine.es/jaxiT3/Tabla.htm?t=6155,operaciones,2025,Anual,media anual,oficial,País,España,Número anual de compraventas de viviendas inscritas en registros de la propiedad.,2026-07-10,Estadística de Transmisión de Derechos de la Propiedad; datos provisionales cuando aplique.
2018,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,118.6,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2018,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2019,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,124.6,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2019,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2020,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,127.23,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2020,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2021,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,131.93,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2021,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2022,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,141.68,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2022,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2023,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,147.28,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2024,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,159.66,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2025,Vivienda,Precio vivienda,indice_precio_vivienda,Índice precio vivienda,INE - IPV tabla 25173,179.91,https://ine.es/jaxiT3/Tabla.htm?t=25173,índice base 2015=100,2025,Anual,media anual,oficial,País,España,"Media anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2018,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,6.7,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2018,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2019,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,5.1,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2019,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2020,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,2.1,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2020,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2021,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,3.7,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2021,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2022,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,7.4,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2022,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2023,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,4,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2023,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2024,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,8.4,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2024,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2025,Vivienda,Precio vivienda,variacion_precio_vivienda,Variación precio vivienda,INE - IPV tabla 25173,12.7,https://ine.es/jaxiT3/Tabla.htm?t=25173,%,2025,Anual,media anual,oficial,País,España,"Variación anual del Índice de Precios de Vivienda, general.",2026-07-10,Base 2015; nacional.
2018,Mercado laboral,Salarios,brecha_salarial_media_anual_mujeres_hombres_Total,Brecha salarial media anual mujeres-hombres Total,Elaboración propia a partir de INE - EAES,21.42,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,% sobre salario medio anual de hombres,2020,annual,annual,calculated_from_official,country,España,Diferencia porcentual entre el salario medio anual de hombres y mujeres: (Hombres - Mujeres) / Hombres * 100.,2026-07-10,"Indicador calculado desde datos oficiales del INE, no es una columna directa de la tabla fuente."
2018,Mercado laboral,Salarios,salario_mediano_anual_bruto_Total,Salario mediano anual bruto Total,INE - Encuesta Anual de Estructura Salarial,20078.44,https://ine.es/prensa/eces_2018_a.pdf,€ bruto anual por trabajador,2020,annual,annual,official,country,España,Ganancia anual que divide al número de trabajadores en dos partes iguales: la mitad tiene un salario superior y la otra mitad inferior.,2026-07-10,"2018 procede de la Encuesta de Estructura Salarial 2018, avance oficial del INE."
2018,Mercado laboral,Salarios,salario_medio_anual_bruto_Hombres,Salario medio anual bruto Hombres,INE - Encuesta Anual de Estructura Salarial,26738.19,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2020,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,"2018 procede de la Encuesta de Estructura Salarial 2018, avance oficial del INE."
2018,Mercado laboral,Salarios,salario_medio_anual_bruto_Mujeres,Salario medio anual bruto Mujeres,INE - Encuesta Anual de Estructura Salarial,21011.89,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2020,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,"2018 procede de la Encuesta de Estructura Salarial 2018, avance oficial del INE."
2018,Mercado laboral,Salarios,salario_medio_anual_bruto_Total,Salario medio anual bruto Total,INE - Encuesta Anual de Estructura Salarial,24009.12,https://ine.es/prensa/eces_2018_a.pdf,€ bruto anual por trabajador,2020,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,"2018 procede de la Encuesta de Estructura Salarial 2018, avance oficial del INE."
2018,Mercado laboral,Salarios,salario_modal_anual_bruto_Total,Salario modal anual bruto Total,INE - Encuesta Anual de Estructura Salarial,18468.93,https://ine.es/prensa/eces_2018_a.pdf,€ bruto anual por trabajador,2020,annual,annual,official,country,España,Ganancia anual más frecuente en la distribución salarial publicada por el INE.,2026-07-10,
2018,Mercado laboral,Salarios mínimos,smi_anual_14_pagas_Total,Salario mínimo interprofesional anual Total,Ministerio de Trabajo / BOE,10302.6,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos anuales,1900,annual,legal_rate,official,country,España,Cuantía anual mínima de referencia calculada como SMI mensual por 14 pagas.,2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2018,Mercado laboral,Salarios mínimos,smi_mensual_14_pagas_Total,Salario mínimo interprofesional mensual Total,Ministerio de Trabajo / BOE,735.9,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos mensuales en 14 pagas,1900,annual,legal_rate,official,country,España,"Cuantía mensual ordinaria del Salario Mínimo Interprofesional para jornada completa, en 14 pagas.",2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2019,Mercado laboral,Salarios,brecha_salarial_media_anual_mujeres_hombres_Total,Brecha salarial media anual mujeres-hombres Total,Elaboración propia a partir de INE - EAES,19.5,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,% sobre salario medio anual de hombres,2021,annual,annual,calculated_from_official,country,España,Diferencia porcentual entre el salario medio anual de hombres y mujeres: (Hombres - Mujeres) / Hombres * 100.,2026-07-10,"Indicador calculado desde datos oficiales del INE, no es una columna directa de la tabla fuente."
2019,Mercado laboral,Salarios,salario_mediano_anual_bruto_Total,Salario mediano anual bruto Total,INE - Encuesta Anual de Estructura Salarial,20351.02,https://ine.es/prensa/ees_2019.pdf,€ bruto anual por trabajador,2021,annual,annual,official,country,España,Ganancia anual que divide al número de trabajadores en dos partes iguales: la mitad tiene un salario superior y la otra mitad inferior.,2026-07-10,
2019,Mercado laboral,Salarios,salario_mediano_mensual_bruto_epa_Total,Salario mediano mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,1684.3,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario mensual bruto que divide a los asalariados en dos mitades, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2019,Mercado laboral,Salarios,salario_medio_anual_bruto_Hombres,Salario medio anual bruto Hombres,INE - Encuesta Anual de Estructura Salarial,26934.38,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2021,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2019,Mercado laboral,Salarios,salario_medio_anual_bruto_Mujeres,Salario medio anual bruto Mujeres,INE - Encuesta Anual de Estructura Salarial,21682.02,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2021,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2019,Mercado laboral,Salarios,salario_medio_anual_bruto_Total,Salario medio anual bruto Total,INE - Encuesta Anual de Estructura Salarial,24395.98,https://ine.es/prensa/ees_2019.pdf,€ bruto anual por trabajador,2021,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2019,Mercado laboral,Salarios,salario_medio_mensual_bruto_epa_Total,Salario medio mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,1982.3,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario medio mensual bruto del empleo principal de los asalariados, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2019,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Hasta secundaria 1ª etapa,Salario medio mensual bruto por nivel de formación Hasta secundaria 1ª etapa,INE - Decil de salarios del empleo principal. EPA,1333.3,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2019,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Secundaria 2ª etapa,Salario medio mensual bruto por nivel de formación Secundaria 2ª etapa,INE - Decil de salarios del empleo principal. EPA,1593.1,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2019,Mercado laboral,Salarios por formación,"salario_medio_mensual_bruto_epa_formacion_Superior, incluido doctorado","Salario medio mensual bruto por nivel de formación Superior, incluido doctorado",INE - Decil de salarios del empleo principal. EPA,2493.5,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2019,Mercado laboral,Salarios,salario_modal_anual_bruto_Total,Salario modal anual bruto Total,INE - Encuesta Anual de Estructura Salarial,18490,https://ine.es/prensa/ees_2019.pdf,€ bruto anual por trabajador,2021,annual,annual,official,country,España,Ganancia anual más frecuente en la distribución salarial publicada por el INE.,2026-07-10,El INE lo publica como 'en torno a 18.490 euros'.
2019,Mercado laboral,Salarios mínimos,smi_anual_14_pagas_Total,Salario mínimo interprofesional anual Total,Ministerio de Trabajo / BOE,12600,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos anuales,1900,annual,legal_rate,official,country,España,Cuantía anual mínima de referencia calculada como SMI mensual por 14 pagas.,2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2019,Mercado laboral,Salarios mínimos,smi_mensual_14_pagas_Total,Salario mínimo interprofesional mensual Total,Ministerio de Trabajo / BOE,900,https://www.mites.gob.es/estadisticas/bel/SMI/indice.htm,€ brutos mensuales en 14 pagas,1900,annual,legal_rate,official,country,España,"Cuantía mensual ordinaria del Salario Mínimo Interprofesional para jornada completa, en 14 pagas.",2026-07-10,Serie histórica oficial del Ministerio de Trabajo.
2020,Mercado laboral,Salarios,brecha_salarial_media_anual_mujeres_hombres_Total,Brecha salarial media anual mujeres-hombres Total,Elaboración propia a partir de INE - EAES,18.72,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,% sobre salario medio anual de hombres,2022,annual,annual,calculated_from_official,country,España,Diferencia porcentual entre el salario medio anual de hombres y mujeres: (Hombres - Mujeres) / Hombres * 100.,2026-07-10,"Indicador calculado desde datos oficiales del INE, no es una columna directa de la tabla fuente."
2020,Mercado laboral,Salarios,salario_mediano_anual_bruto_Total,Salario mediano anual bruto Total,INE - Encuesta Anual de Estructura Salarial,20920.12,https://ine.es/prensa/ees_2020.pdf,€ bruto anual por trabajador,2022,annual,annual,official,country,España,Ganancia anual que divide al número de trabajadores en dos partes iguales: la mitad tiene un salario superior y la otra mitad inferior.,2026-07-10,
2020,Mercado laboral,Salarios,salario_mediano_mensual_bruto_epa_Total,Salario mediano mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,1706.4,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario mensual bruto que divide a los asalariados en dos mitades, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2020,Mercado laboral,Salarios,salario_medio_anual_bruto_Hombres,Salario medio anual bruto Hombres,INE - Encuesta Anual de Estructura Salarial,27642.52,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2022,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2020,Mercado laboral,Salarios,salario_medio_anual_bruto_Mujeres,Salario medio anual bruto Mujeres,INE - Encuesta Anual de Estructura Salarial,22467.48,https://www.ine.es/jaxiT3/Tabla.htm?t=10882,€ bruto anual por trabajador,2022,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2020,Mercado laboral,Salarios,salario_medio_anual_bruto_Total,Salario medio anual bruto Total,INE - Encuesta Anual de Estructura Salarial,25165.51,https://ine.es/prensa/ees_2020.pdf,€ bruto anual por trabajador,2022,annual,annual,official,country,España,Ganancia media anual bruta por trabajador por cuenta ajena. No recoge ganancias de segundos y siguientes trabajos del mismo asalariado.,2026-07-10,
2020,Mercado laboral,Salarios,salario_medio_mensual_bruto_epa_Total,Salario medio mensual bruto del empleo principal Total,INE - Decil de salarios del empleo principal. EPA,2038.6,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,"Salario medio mensual bruto del empleo principal de los asalariados, según la Encuesta de Población Activa.",2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
2020,Mercado laboral,Salarios por formación,salario_medio_mensual_bruto_epa_formacion_Hasta secundaria 1ª etapa,Salario medio mensual bruto por nivel de formación Hasta secundaria 1ª etapa,INE - Decil de salarios del empleo principal. EPA,1337.8,https://ine.es/dyngs/Prensa/dsEPA2024.htm,€ bruto mensual,2025,annual,annual_average,official,country,España,Salario medio mensual bruto del empleo principal de asalariados por nivel de formación alcanzado.,2026-07-10,Serie publicada en la nota de prensa EPA 2024 con valores 2019-2024.
